TYPE rigidphase POS -1.500000000000000e+00 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -1.500000000000000e+00 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -1.500000000000000e+00 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -5.000000000000000e-01 -4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -5.000000000000000e-01 -3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -5.000000000000000e-01 -2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -5.000000000000000e-01 -1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -5.000000000000000e-01 -5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -5.000000000000000e-01 5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -5.000000000000000e-01 1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -5.000000000000000e-01 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -5.000000000000000e-01 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -5.000000000000000e-01 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 5.000000000000000e-01 -4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 5.000000000000000e-01 -3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 5.000000000000000e-01 -2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 5.000000000000000e-01 -1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 5.000000000000000e-01 -5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 5.000000000000000e-01 5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 5.000000000000000e-01 1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 5.000000000000000e-01 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 5.000000000000000e-01 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 5.000000000000000e-01 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 1.500000000000000e+00 -4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 1.500000000000000e+00 -3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 1.500000000000000e+00 -2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 1.500000000000000e+00 -1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 1.500000000000000e+00 -5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 1.500000000000000e+00 5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 1.500000000000000e+00 1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 1.500000000000000e+00 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 1.500000000000000e+00 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 1.500000000000000e+00 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 2.500000000000000e+00 -4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 2.500000000000000e+00 -3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 2.500000000000000e+00 -2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 2.500000000000000e+00 -1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 2.500000000000000e+00 -5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 2.500000000000000e+00 5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 2.500000000000000e+00 1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 2.500000000000000e+00 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 2.500000000000000e+00 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 2.500000000000000e+00 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 3.500000000000000e+00 -4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 3.500000000000000e+00 -3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 3.500000000000000e+00 -2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 3.500000000000000e+00 -1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 3.500000000000000e+00 -5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 3.500000000000000e+00 5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 3.500000000000000e+00 1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 3.500000000000000e+00 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 3.500000000000000e+00 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 3.500000000000000e+00 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 4.500000000000000e+00 -4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 4.500000000000000e+00 -3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 4.500000000000000e+00 -2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 4.500000000000000e+00 -1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 4.500000000000000e+00 -5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 4.500000000000000e+00 5.000000000000000e-01 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 4.500000000000000e+00 1.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 4.500000000000000e+00 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 4.500000000000000e+00 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS 4.500000000000000e+00 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 0
TYPE rigidphase POS -1.150000000000000e+01 6.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.150000000000000e+01 7.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.150000000000000e+01 8.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.150000000000000e+01 9.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.150000000000000e+01 1.050000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.150000000000000e+01 1.150000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.150000000000000e+01 1.250000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.150000000000000e+01 1.350000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.050000000000000e+01 6.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.050000000000000e+01 7.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.050000000000000e+01 8.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.050000000000000e+01 9.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.050000000000000e+01 1.050000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.050000000000000e+01 1.150000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.050000000000000e+01 1.250000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -1.050000000000000e+01 1.350000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -9.500000000000000e+00 6.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -9.500000000000000e+00 7.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -9.500000000000000e+00 8.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -9.500000000000000e+00 9.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -9.500000000000000e+00 1.050000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -9.500000000000000e+00 1.150000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -9.500000000000000e+00 1.250000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -9.500000000000000e+00 1.350000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -8.500000000000000e+00 6.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -8.500000000000000e+00 7.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -8.500000000000000e+00 8.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -8.500000000000000e+00 9.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -8.500000000000000e+00 1.050000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -8.500000000000000e+00 1.150000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -8.500000000000000e+00 1.250000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS -8.500000000000000e+00 1.350000000000000e+01 0.000000000000000e+00 RIGIDCOLOR 1
TYPE rigidphase POS 6.500000000000000e+00 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 6.500000000000000e+00 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 6.500000000000000e+00 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 7.500000000000000e+00 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 7.500000000000000e+00 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 7.500000000000000e+00 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 8.500000000000000e+00 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 8.500000000000000e+00 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 8.500000000000000e+00 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 9.500000000000000e+00 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 9.500000000000000e+00 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 9.500000000000000e+00 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.050000000000000e+01 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.050000000000000e+01 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.050000000000000e+01 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.150000000000000e+01 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.150000000000000e+01 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.150000000000000e+01 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.250000000000000e+01 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.250000000000000e+01 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.250000000000000e+01 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.350000000000000e+01 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.350000000000000e+01 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.350000000000000e+01 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.450000000000000e+01 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.450000000000000e+01 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.450000000000000e+01 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.550000000000000e+01 2.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.550000000000000e+01 3.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE rigidphase POS 1.550000000000000e+01 4.500000000000000e+00 0.000000000000000e+00 RIGIDCOLOR 2
TYPE boundaryphase POS -1.950000000000000e+01 -1.950000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -1.850000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -1.750000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -1.650000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -1.550000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -1.450000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -1.350000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -1.250000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -1.150000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -1.050000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -9.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -8.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -7.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -6.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -5.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -4.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -3.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -2.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -1.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 -5.000000000000000e-01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 5.000000000000000e-01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 2.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 3.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 4.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 5.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 6.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 7.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 8.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 9.500000000000000e+00 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.050000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.150000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.250000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.350000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.450000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.550000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.650000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.750000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.850000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.950000000000000e+01 1.950000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -1.950000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -1.850000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -1.750000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -1.650000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -1.550000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -1.450000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -1.350000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -1.250000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -1.150000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -1.050000000000000e+01 0.000000000000000e+00
TYPE boundaryphase POS -1.850000000000000e+01 -9.500000000000000e+00 0.000000000000000e+00
